,TechScore,Seniority,Gender,DegreeType,Age,Department_HR,Department_IT,Risk
1555,48,0,0,0,28,0,1,0.3325996752392731
1556,90,13,0,1,80,0,0,0.6306421683185742
1557,28,1,1,0,79,0,0,0.9999999323851441
1558,80,1,0,0,61,0,0,0.3260390209263331
1559,80,0,0,0,22,1,0,0.026516184339376355
1560,66,0,0,1,23,0,0,0.0685631333776849
1561,26,8,0,0,64,1,0,0.9999978701186885
1562,93,3,1,1,53,1,0,0.06788091980510218
1563,53,0,0,1,22,1,0,0.12123733131449238
1564,28,13,0,1,77,0,0,0.9999999628921769
1565,49,14,1,0,48,1,0,0.8571079466561109
1566,19,0,1,0,22,0,0,0.9024851434336197
1567,27,0,1,0,22,0,1,0.7115691653278989
1568,52,12,1,0,57,1,0,0.9587311448007517
1569,29,0,0,0,22,0,1,0.6999263609063856
1570,52,12,1,0,43,1,0,0.5698434996896025
1571,58,19,1,1,80,0,0,0.9998894198193667
1572,65,3,1,1,46,1,0,0.2392713749281472
1573,57,0,0,1,22,0,0,0.11080278824580334
1574,60,8,1,1,37,0,1,0.2670626807647437
1575,44,1,0,0,43,1,0,0.7746133468845277
1576,93,0,0,1,22,1,0,0.010998460175452867
1577,61,7,0,1,34,1,0,0.17727820117026988
1578,75,19,0,1,75,0,1,0.9725076359375157
1579,55,0,0,1,22,0,0,0.12492945182515439
1580,67,15,1,1,56,0,0,0.5645047023806953
1581,35,0,0,0,22,0,1,0.5033015960246343
1582,54,6,1,0,80,1,0,0.999843101062613
1583,54,12,1,1,64,0,0,0.9920411738787163
1584,53,15,1,0,74,0,0,0.9998649469801634
1585,39,3,0,0,80,0,1,0.9999995909543771
1586,53,0,0,0,22,0,1,0.17203967772179563
1587,48,0,0,0,22,1,0,0.18085879229246052
1588,60,5,0,1,43,0,1,0.3977226680973161
1589,46,0,1,0,28,1,0,0.2644088665087877
1590,57,4,0,1,54,1,0,0.6824644575781639
1591,37,14,0,0,80,0,0,0.9999998767977203
1592,61,9,0,1,67,0,1,0.9870755352300367
1593,88,14,1,1,72,1,0,0.35659430976853124
1594,64,7,0,1,34,0,1,0.19012953096322685
1595,23,14,1,0,62,0,1,0.9999995909543771
1596,94,15,0,1,52,0,1,0.10860878056073
1597,47,0,0,0,22,0,0,0.22310548637501587
1598,84,0,1,1,22,0,1,0.02192780087202848
1599,72,3,1,0,39,0,1,0.14660497631018654
1600,67,13,0,1,80,0,0,0.9981908057345916
1601,76,0,0,1,30,1,0,0.04929167589185169
1602,49,15,0,0,49,1,0,0.9255434493074294
1603,91,0,1,1,49,0,0,0.06587473808295334
1604,37,4,1,0,65,1,0,0.9998948111767912
1605,81,0,1,1,22,0,1,0.026252343900218522
1606,73,0,0,0,22,0,1,0.05181891330050694
1607,71,0,0,1,24,0,1,0.059605933739461395
1608,58,4,0,1,29,0,1,0.19012953096322685
1609,52,10,0,0,80,1,0,0.9999649783102255
1610,46,0,1,0,36,0,0,0.4936393527113363
1611,73,10,0,1,36,0,1,0.13265437522148338
1612,68,0,1,1,22,0,0,0.05181891330050694
1613,79,9,0,1,75,0,1,0.8429302632536112
1614,43,0,0,1,22,0,0,0.2566036426497901
1615,31,17,0,0,78,0,1,0.9999999833263793
1616,47,0,1,1,22,0,1,0.20188297497314187
1617,63,0,1,1,22,1,0,0.06020498286825429
1618,52,2,1,0,40,0,1,0.5033015960246343
1619,63,11,0,1,49,0,1,0.5332244728899311
1620,72,18,0,1,45,1,0,0.22088674069876169
1621,77,0,1,1,63,1,0,0.30406296106894676
1622,52,0,1,0,22,0,1,0.16529480862297674
1623,36,5,0,0,69,1,0,0.999987115384648
1624,81,4,0,1,42,1,0,0.08126818162342295
1625,46,4,1,0,51,1,0,0.9194210806765003
1626,59,0,1,0,22,0,1,0.10860878056073
1627,30,0,0,0,29,0,0,0.8429302632536112
1628,80,10,0,1,32,0,1,0.06856313337768492
1629,47,13,0,0,57,0,1,0.9983621293089433
1630,30,0,0,0,75,1,0,0.9999994195369291
1631,48,4,1,0,80,0,1,0.9999909202613777
1632,39,1,0,0,33,0,1,0.746278448194991
1633,66,7,1,1,80,0,0,0.9960000676736798
1634,60,0,1,1,25,1,0,0.08629350391461929
1635,61,0,1,1,22,1,0,0.06788091980510215
1636,49,9,0,1,34,0,1,0.48413503240632666
1637,75,9,1,1,47,0,1,0.20188297497314178
1638,48,8,0,1,43,0,1,0.8020075880293985
1639,73,4,1,1,56,0,1,0.3530659964357553
1640,71,0,1,1,22,1,0,0.037253848861581375
1641,80,0,1,1,22,0,0,0.025222974783727144
1642,82,17,0,1,73,0,1,0.7690092065022304
1643,33,0,0,0,22,0,0,0.5131208678216866
1644,38,0,0,0,22,0,0,0.3822657569393592
1645,42,0,0,0,67,1,0,0.9997659884498042
1646,56,8,0,1,45,1,0,0.47017557374526875
1647,74,19,0,1,76,0,0,0.97493390287183
1648,57,0,1,1,22,1,0,0.08629350391461932
1649,52,6,1,0,49,0,1,0.8429302632536112
1650,32,3,0,0,34,0,0,0.9340448945425606
1651,71,0,0,0,22,0,0,0.052865724372435835
1652,35,16,0,0,67,0,1,0.9999983412444223
1653,66,0,1,1,22,0,1,0.064570332397828
1654,61,2,1,1,60,0,1,0.8126152000944025
1655,90,4,0,1,64,1,0,0.17727820117026988
1656,68,2,0,1,42,1,0,0.17032810471763993
1657,7,0,1,0,22,1,0,0.9924205953191546
1658,51,2,1,0,34,0,0,0.3392895920751656
1659,81,0,1,1,23,0,0,0.025222974783727127
1660,71,0,0,1,32,0,0,0.08716076377048715
1661,76,2,0,1,66,1,0,0.44332396908209
1662,68,6,1,0,80,0,1,0.9970275754929983
1663,65,1,0,1,56,1,0,0.46106728283197496
1664,69,14,1,0,50,0,0,0.3822657569393592
1665,75,3,1,1,37,0,0,0.08892151858753419
1666,41,16,0,0,44,1,0,0.968463164817472
1667,59,0,1,1,75,0,0,0.9955849319048808
1668,60,0,1,1,22,0,1,0.09255045181967807
1669,62,0,1,0,22,0,0,0.08208493744357151
1670,56,7,1,0,38,0,0,0.3530659964357552
1671,52,3,1,0,69,0,0,0.9985173014554783
1672,93,13,0,1,80,1,0,0.46106728283197496
1673,52,1,1,1,77,1,0,0.9994250133296007
1674,36,0,1,0,22,1,0,0.3359283383841722
1675,83,0,1,1,22,0,1,0.023283740343029623
1676,55,18,1,0,45,1,0,0.6025682726166688
1677,44,0,0,0,28,0,0,0.3822657569393593
1678,70,6,0,0,30,0,1,0.11304111333566673
1679,93,18,0,1,42,1,0,0.05233970183676891
1680,54,0,1,0,22,0,0,0.13265437522148338
1681,69,16,1,1,80,0,1,0.9975624587186905
1682,69,18,0,1,75,1,0,0.9819466616132446
1683,50,0,1,1,22,0,0,0.15258758130739972
1684,34,14,1,0,80,1,0,0.99999982516767
1685,75,6,1,1,51,1,0,0.18823816671072807
1686,100,17,0,1,80,0,1,0.42202299914686014
1687,63,0,0,0,22,0,0,0.08543487319192064
1688,87,2,0,1,44,0,0,0.07136124314416521
1689,59,5,1,0,37,1,0,0.2298959469023475
1690,70,5,0,0,31,0,1,0.11765431252472892
1691,57,0,0,1,23,0,1,0.13002774425825928
1692,39,0,0,0,22,1,0,0.31018848441132474
1693,91,13,0,1,35,0,1,0.04504920072187996
1694,85,0,1,1,22,0,1,0.02065082516620104
1695,57,11,1,0,55,0,1,0.909540823085079
1696,39,0,0,0,34,0,0,0.7115691653278989
1697,32,5,1,0,71,0,0,0.9999983412444223
1698,48,19,1,0,73,0,1,0.9999834560080314
1699,47,0,0,0,26,0,1,0.31329670561701095
1700,61,0,1,1,28,0,0,0.11304111333566669
1701,76,0,1,1,22,1,0,0.02759833033487479
1702,27,1,0,0,56,1,0,0.9999361918317695
1703,67,17,0,1,79,0,1,0.999004660238695
1704,100,0,1,1,26,0,0,0.00965769762737549
1705,100,14,0,1,67,1,0,0.14227241288069709
1706,37,17,1,0,70,1,0,0.9999936015648663
1707,57,4,1,0,42,0,0,0.3977226680973161
1708,73,0,0,1,22,1,0,0.03651617327956223
1709,58,0,0,1,22,0,1,0.11532465052878141
1710,44,0,1,0,50,1,0,0.9129277864682868
1711,38,8,0,0,58,0,0,0.9997773937083653
1712,45,4,1,0,76,0,1,0.9999877437516491
1713,31,3,0,0,62,0,0,0.9999864548031363
1714,52,0,0,0,22,0,1,0.1826760908964205
1715,65,9,0,1,39,1,0,0.19591826172739818
1716,72,18,1,1,46,1,0,0.21222969370459197
1717,70,12,0,1,34,1,0,0.11417717380161825
1718,15,0,1,0,22,1,0,0.931300750410258
1719,100,0,0,1,22,1,0,0.007226503281347977
1720,83,0,0,1,22,0,1,0.025732512668293787
1721,61,0,0,0,22,0,1,0.10645821323474913
1722,54,2,1,0,29,1,0,0.18085879229246044
1723,36,18,0,1,43,0,1,0.9960000676736798
1724,43,5,0,0,57,0,1,0.9989003243050258
1725,48,0,0,0,24,0,1,0.2617812543554409
1726,67,13,0,1,54,0,0,0.5332244728899311
1727,46,5,1,0,58,0,1,0.9967180280322437
1728,84,7,0,0,80,0,1,0.8705505632961241
1729,57,0,0,1,22,1,0,0.0953690117366021
1730,66,15,0,1,49,0,1,0.4841350324063265
1731,53,7,0,0,32,0,0,0.32603902092633297
1732,100,0,0,1,37,1,0,0.017774329947352934
1733,42,13,1,0,49,1,0,0.9782041184993409
1734,63,0,0,1,22,1,0,0.06653678936094545
1735,62,5,0,0,46,1,0,0.3637538864326369
1736,33,5,0,0,42,0,1,0.9951273409215075
1737,69,14,0,1,47,0,0,0.3196054297484026
1738,81,0,1,1,25,0,1,0.03142976182558123
1739,79,0,0,1,33,0,1,0.0632917555034262
1740,87,16,0,1,52,0,1,0.16863354756982357
1741,68,5,0,1,57,0,1,0.564504702380695
1742,66,14,1,1,42,0,1,0.2835499660749406
1743,75,7,1,1,70,1,0,0.5915336870312432
1744,34,0,1,0,29,0,1,0.7115691653278989
1745,58,16,1,0,49,0,1,0.7577005190411377
1746,53,0,0,1,22,1,0,0.12123733131449238
1747,34,6,0,0,35,0,1,0.9568740723929056
1748,80,3,1,1,27,0,0,0.03615283130748221
1749,80,0,1,1,22,0,1,0.027875698161407773
1750,43,0,0,0,22,0,0,0.2835499660749407
1751,40,0,1,1,22,0,0,0.27794499747308127
1752,64,8,1,1,32,0,1,0.15566978407400886
1753,66,13,1,0,36,1,0,0.16695583781658532
1754,68,0,1,1,30,0,1,0.0925504518196781
1755,21,0,0,0,24,0,1,0.9568740723929056
1756,65,0,0,1,26,0,0,0.08716076377048718
1757,43,10,0,0,47,1,0,0.9587311448007517
1758,50,15,1,0,48,0,1,0.9340448945425605
1759,39,12,1,0,45,1,0,0.968463164817472
1760,44,0,1,1,22,0,1,0.24167414874703724
1761,98,13,1,1,61,0,1,0.12745311257782102
1762,31,0,0,0,22,0,0,0.5752165431164245
1763,36,0,0,0,22,0,0,0.4304272964893086
1764,78,4,1,1,59,0,0,0.2835499660749407
1765,59,7,0,1,56,0,0,0.8020075880293983
1766,59,7,1,1,51,1,0,0.4984507793038452
1767,19,0,0,0,22,0,1,0.9568740723929056
1768,55,10,1,0,51,0,1,0.8524610381861583
1769,57,0,1,1,25,0,1,0.13265437522148343
1770,72,3,1,1,41,0,1,0.14956638022622135
1771,89,0,1,1,46,0,1,0.06856313337768492
1772,30,9,0,0,53,0,0,0.9999180731440831
1773,59,5,1,1,45,0,1,0.4304272964893086
1774,54,3,0,0,29,0,0,0.23689239714035218
1775,75,14,1,1,58,0,1,0.4304272964893083
1776,32,19,0,0,70,0,0,0.9999996651016946
1777,44,0,1,0,24,0,0,0.2724499198782097
1778,88,17,1,1,42,0,0,0.07280283304774321
1779,56,13,1,0,36,0,1,0.3899211137188815
1780,35,12,1,0,65,0,0,0.9999877437516491
1781,61,0,0,1,22,0,0,0.08716076377048715
1782,33,0,0,0,22,0,1,0.564504702380695
1783,50,6,1,0,34,1,0,0.335928338384172
1784,76,1,1,1,45,1,0,0.11191635561427214
1785,62,15,1,1,60,0,1,0.90248514343362
1786,46,13,0,1,61,0,0,0.999004660238695
1787,39,2,1,0,58,1,0,0.9980985741791465
1788,37,0,1,0,22,1,0,0.31643559630434964
1789,66,0,1,1,66,0,1,0.8229865699586043
1790,73,5,1,0,57,0,1,0.42202299914686014
1791,53,13,0,0,80,0,0,0.9999834560080314
1792,57,0,0,0,22,0,1,0.13533405442761456
1793,75,0,0,1,22,1,0,0.03238694054209974
1794,46,0,0,1,22,0,1,0.23689239714035218
1795,69,4,0,1,47,1,0,0.2253464564706313
1796,73,0,1,1,22,1,0,0.033041200115652446
1797,52,11,0,0,34,0,0,0.42202299914686014
1798,49,0,1,0,23,0,0,0.19012953096322685
1799,46,0,0,0,56,1,0,0.9801581803879473
1800,85,4,1,1,55,0,1,0.1620221326290068
1801,65,0,1,1,23,1,0,0.05669891993509354
1802,62,11,1,1,53,1,0,0.5081916773313709
1803,69,12,1,1,61,0,0,0.6306421683185742
1804,65,0,1,0,23,0,0,0.07280283304774318
1805,69,10,1,1,67,0,1,0.8616730849810414
1806,60,0,1,0,27,0,0,0.12492945182515439
1807,63,13,1,1,74,0,1,0.9967180280322437
1808,70,10,0,1,49,0,0,0.3132967056170109
1809,49,0,1,0,22,0,1,0.19788668727104994
1810,50,0,1,1,22,0,1,0.16863354756982346
1811,10,0,1,0,22,1,0,0.9819466616132445
1812,60,6,0,1,33,0,0,0.20188297497314195
1813,66,8,0,1,32,0,1,0.15258758130739972
1814,37,6,1,0,48,1,0,0.9864393703726005
1815,60,0,1,1,26,0,1,0.11765431252472897
1816,36,7,1,0,41,0,1,0.9792026470458911
1817,74,0,0,1,22,0,1,0.0441571669370476
1818,70,17,0,1,57,1,0,0.498450779303845
1819,72,0,1,1,33,0,1,0.0871607637704872
1820,70,4,1,1,26,1,0,0.0544757246422414
1821,39,16,1,1,80,1,0,0.9999989423288397
1822,72,18,0,1,80,0,1,0.9970275754929983
1823,33,15,1,0,50,0,1,0.9997281482433351
1824,63,10,0,1,61,0,1,0.90248514343362
1825,70,13,1,0,44,1,0,0.21222969370459188
1826,28,3,0,0,68,1,0,0.9999980728025215
1827,63,14,1,1,41,0,0,0.2892669037095818
1828,65,15,1,1,50,0,1,0.4936393527113363
1829,68,13,1,1,46,0,1,0.31329670561701106
1830,44,5,0,0,46,0,1,0.9638880245948129
1831,47,0,0,0,22,0,1,0.24655201506662303
1832,76,0,1,1,22,0,0,0.03206468511049461
1833,70,0,0,1,22,1,0,0.04371779585644821
1834,35,5,1,1,80,1,0,0.9999990429792692
1835,38,6,1,0,28,0,1,0.6081296190985289
1836,49,0,0,1,22,0,0,0.17905955521667127
1837,47,13,0,0,51,0,0,0.9843458728826026
1838,65,14,0,1,43,0,1,0.3530659964357552
1839,28,2,0,0,29,0,0,0.9095408230850789
1840,60,4,1,0,46,0,0,0.42202299914686
1841,67,0,1,1,27,1,0,0.06392784755550958
1842,64,7,0,1,30,0,1,0.1495663802262213
1843,67,0,1,1,22,0,0,0.05502321450624244
1844,59,0,1,1,37,0,1,0.24167414874703724
1845,58,0,1,0,22,0,0,0.10435022653255309
1846,61,6,0,1,50,0,1,0.5752165431164245
1847,85,0,0,1,29,1,0,0.027051846787969274
1848,29,0,0,0,22,1,0,0.5592008122312307
1849,67,0,1,1,22,0,1,0.060810052512160324
1850,54,0,0,1,22,1,0,0.11417717380161829
1851,10,0,1,0,22,0,1,0.9946230890117123
1852,62,15,1,0,72,0,1,0.9977928902867231
1853,48,9,0,1,74,0,0,0.9999450783363327
1854,49,13,0,1,50,0,0,0.9441529855311421
1855,33,0,0,0,24,1,0,0.4984507793038452
1856,86,16,1,1,56,0,1,0.2059598288139015
1857,63,10,1,0,47,0,0,0.4220229991468603
1858,27,2,1,0,64,1,0,0.999991363073982
1859,68,4,1,1,70,0,1,0.909540823085079
1860,97,7,1,1,37,0,1,0.02843882460838106
1861,26,4,0,0,58,0,0,0.9999909202613777
1862,37,1,1,1,38,1,0,0.7289852981870615
1863,83,15,0,1,37,1,0,0.06653678936094545
1864,53,0,1,0,22,0,0,0.14085685880807092
1865,49,19,0,0,45,1,0,0.8661545435355881
1866,72,0,1,1,27,1,0,0.04735892213461195
1867,22,0,1,0,22,0,1,0.8705505632961241
1868,81,11,0,1,53,1,0,0.18085879229246044
1869,36,0,0,0,22,0,0,0.4304272964893086
1870,50,3,0,1,25,0,0,0.2143616911823068
1871,67,0,1,0,34,1,0,0.1075281209880507
1872,86,3,0,1,66,0,0,0.2892669037095819
1873,70,2,0,1,37,1,0,0.1119163556142721
1874,99,4,1,1,28,0,1,0.013842662085072331
1875,32,0,1,0,22,1,0,0.42620591055331175
1876,55,0,0,1,22,1,0,0.10752812098805067
1877,48,10,1,0,71,0,1,0.9999258677815178
1878,61,2,0,1,75,1,0,0.9916432356686808
1879,79,0,0,1,23,1,0,0.027051846787969274
1880,77,0,1,1,27,0,0,0.04076220306092994
1881,56,13,0,0,42,0,1,0.6081296190985289
1882,52,0,0,0,22,0,1,0.1826760908964205
1883,100,7,1,1,40,1,0,0.022148178933429366
1884,15,0,1,0,23,0,1,0.9827827106404472
1885,82,0,0,1,22,0,0,0.02472352642466292
1886,42,0,0,0,22,0,1,0.332599675239273
1887,50,12,0,1,61,0,1,0.9977928902867231
1888,77,12,1,1,35,0,1,0.0925504518196781
1889,14,0,0,0,22,0,0,0.9827827106404472
1890,75,2,0,0,34,0,0,0.08892151858753417
1891,40,15,0,0,71,0,1,0.9999975254335182
1892,77,0,1,0,22,0,0,0.03337326968399956
1893,82,0,0,1,22,0,1,0.02732372236406461
1894,78,0,0,1,22,0,1,0.03473525859345873
1895,28,0,0,0,32,0,1,0.9669995915891734
1896,78,16,0,1,43,0,0,0.15258758130739983
1897,75,0,1,1,22,0,1,0.037628256239481864
1898,48,0,1,1,22,1,0,0.1480782779834309
1899,86,0,0,1,22,1,0,0.01673923355418071
1900,61,0,0,1,22,1,0,0.07502000443256923
1901,25,2,0,0,27,1,0,0.8748595414188319
1902,72,16,1,0,66,0,0,0.8020075880293986
1903,45,15,0,0,38,1,0,0.7289852981870615
1904,36,4,1,0,43,0,0,0.9749339028718301
1905,25,0,0,0,23,1,0,0.7289852981870615
1906,90,0,0,1,22,0,1,0.016907465648033297
1907,61,0,0,1,22,0,0,0.08716076377048715
1908,49,12,1,1,71,0,0,0.9997773937083653
1909,45,15,0,1,75,1,0,0.9999807787780035
1910,70,0,0,1,22,1,0,0.04371779585644821
1911,64,2,0,1,80,0,1,0.9986578318166389
1912,88,0,1,1,22,1,0,0.013433549593069942
1913,48,3,1,1,40,0,0,0.5332244728899311
1914,37,11,0,0,46,1,0,0.9907883525161466
1915,58,0,0,1,27,0,0,0.14085685880807092
1916,72,7,1,1,61,0,0,0.4841350324063268
1917,63,9,0,1,50,0,0,0.4936393527113363
1918,78,10,0,1,67,0,0,0.564504702380695
1919,44,0,0,0,22,0,0,0.2670626807647437
1920,59,2,0,1,80,1,0,0.9989537880314066
1921,51,19,1,1,68,0,1,0.9996995831022449
1922,27,3,0,0,42,1,0,0.9965514907847434
1923,65,0,1,1,27,0,1,0.09255045181967807
1924,65,4,0,1,44,0,1,0.30711066013569377
1925,58,10,0,0,57,1,0,0.8661545435355879
1926,52,12,0,1,46,1,0,0.6708517655015831
1927,65,3,0,1,52,1,0,0.3784922889538971
1928,55,15,1,0,56,0,1,0.9698677838298122
1929,33,19,0,0,63,0,0,0.999996308394085
1930,60,9,0,1,48,1,0,0.45211697646808446
1931,89,0,0,1,25,0,0,0.019448214734563367
1932,38,2,0,0,29,0,1,0.6535177386547504
1933,35,9,0,0,44,0,1,0.9967180280322437
1934,73,17,0,1,40,0,1,0.19396938858425106
1935,68,0,1,1,22,1,0,0.04460095376594763
1936,63,0,0,1,22,0,1,0.08543487319192064
1937,79,10,0,1,51,1,0,0.17727820117026993
1938,67,0,0,1,34,0,0,0.12492945182515443
1939,66,3,1,1,45,0,0,0.24655201506662303
1940,63,10,0,1,50,1,0,0.43468732921922093
1941,52,13,1,0,55,1,0,0.936700878060052
1942,29,3,1,0,80,0,0,0.999999944641636
1943,51,14,0,0,44,0,0,0.8020075880293983
1944,71,0,0,1,43,0,1,0.1863655952866528
1945,69,0,1,1,22,1,0,0.0420035968050749
1946,66,12,0,1,80,0,1,0.9990991236731036
1947,77,6,0,1,55,0,0,0.2724499198782099
1948,35,3,1,0,31,0,1,0.7801798765321838
1949,28,0,0,1,22,0,1,0.6766537921970363
1950,56,8,1,0,32,1,0,0.2165150570958281
1951,61,0,0,1,80,0,1,0.999332147079032
1952,46,0,0,0,26,1,0,0.25917959543062463
1953,97,0,1,1,22,1,0,0.007828377549179737
1954,50,6,0,0,61,0,0,0.9960000676736798
1955,66,0,1,1,22,1,0,0.05028743348924266
1956,100,0,1,1,22,0,1,0.008395998967421414
1957,81,0,1,1,22,0,0,0.023754103095374603
1958,36,0,0,0,22,1,0,0.37105251078499857
1959,35,18,0,0,50,1,0,0.9992243168763199
1960,55,7,1,0,52,0,0,0.8020075880293981
1961,46,5,1,1,57,0,0,0.9882628587457177
1962,59,0,0,0,22,1,0,0.09348059281514448
1963,79,0,1,1,22,0,0,0.026782676418821597
1964,34,0,0,0,22,0,1,0.5332244728899309
1965,38,0,0,0,22,0,1,0.42202299914686014
1966,54,0,1,0,22,0,0,0.13265437522148338
1967,70,0,1,1,22,0,0,0.045959254764232724
1968,51,0,0,1,22,1,0,0.13669412065304312
1969,92,0,1,1,22,1,0,0.010567204383574173
1970,48,0,0,0,22,0,0,0.21011885541313655
1971,25,10,0,0,80,0,0,0.9999999949780017
1972,81,0,1,1,22,0,1,0.026252343900218522
1973,69,0,1,1,33,0,0,0.0944200814805338
1974,68,4,1,1,53,0,1,0.397722668097316
1975,97,0,0,1,22,0,0,0.010051835744427277
1976,49,11,0,0,80,1,0,0.999987115384648
1977,8,16,0,0,67,1,0,0.9999999982426132
1978,1,11,1,0,36,1,0,0.9999936015648663
1979,73,0,1,1,22,0,1,0.04242573991422132
1980,48,6,0,0,64,0,0,0.9990991236731036
1981,24,5,1,0,73,0,1,0.9999999499096801
1982,21,0,0,0,32,0,0,0.9927823216831175
1983,60,0,1,1,22,0,1,0.09255045181967807
1984,48,11,0,0,36,1,0,0.518088980557018
1985,69,9,1,1,48,1,0,0.23927137492814712
1986,83,19,1,1,80,1,0,0.7966226293468656
1987,30,0,1,0,22,1,0,0.47944225470272234
1988,59,7,0,1,33,0,1,0.24167414874703724
1989,78,0,0,1,22,0,0,0.03142976182558126
1990,39,11,1,0,54,1,0,0.9974384405058524
1991,75,0,0,1,22,0,1,0.041585654086766656
1992,77,5,0,1,49,0,0,0.18636559528665286
1993,34,0,1,0,22,1,0,0.3784922889538971
1994,72,7,0,1,49,0,0,0.2617812543554409
1995,56,0,1,1,22,1,0,0.09162956550647061
1996,36,2,0,0,25,0,0,0.5332244728899309
1997,80,19,1,1,58,0,1,0.35306599643575504
1998,38,0,0,0,27,0,0,0.5131208678216866
1999,62,4,0,0,45,0,0,0.3899211137188816
2000,58,7,0,0,37,0,1,0.36015685023570293
2001,84,6,1,1,80,0,1,0.7577005190411377
2002,66,15,0,1,44,0,0,0.32603902092633286
2003,56,15,1,0,57,0,0,0.9529415681783583
2004,25,12,1,0,57,0,0,0.9999932735167018
2005,51,10,0,0,39,1,0,0.5081916773313707
2006,90,15,1,1,64,1,0,0.19987485961263837
2007,54,2,0,0,30,0,1,0.2724499198782097
2008,64,0,1,1,22,1,0,0.05669891993509356
2009,68,1,1,1,49,0,0,0.2670626807647438
2010,48,1,0,0,66,0,1,0.9995049855325631
2011,79,10,0,1,33,1,0,0.06020498286825429
2012,63,11,1,0,35,0,1,0.23220491051954106
2013,88,0,1,1,22,0,0,0.015607557917091893
2014,18,0,0,0,30,0,1,0.9967180280322437
2015,5,0,0,0,25,0,1,0.9996995831022449
2016,76,4,0,1,47,1,0,0.14807827798343082
2017,52,0,0,0,22,0,1,0.1826760908964205
2018,52,11,0,0,68,0,1,0.9996680194349377
2019,35,0,0,0,22,0,1,0.5033015960246343
2020,61,8,0,0,51,1,0,0.5487001314681517
2021,66,0,0,1,22,1,0,0.05557620671811531
2022,50,11,1,0,43,0,0,0.7115691653278989
2023,43,0,0,0,24,0,0,0.3196054297484026
2024,39,3,0,0,46,0,0,0.9827827106404472
2025,38,0,1,0,22,0,1,0.3822657569393592
2026,70,0,1,1,22,0,0,0.045959254764232724
2027,79,18,0,1,47,1,0,0.16365029476754905
2028,79,0,1,0,32,1,0,0.04642115285606957
2029,54,0,0,1,22,1,0,0.11417717380161829
2030,49,0,0,0,22,0,1,0.21869000258754626
2031,88,0,1,1,22,0,1,0.017249019110078635
2032,55,0,0,1,22,0,1,0.13806785183658518
2033,64,13,0,0,38,0,0,0.27244991987820977
2034,87,15,1,1,70,1,0,0.3426837109254816
2035,31,10,0,0,42,0,1,0.9983621293089433
2036,48,0,0,1,23,1,0,0.17376843668412978
2037,44,0,1,0,22,0,0,0.24167414874703724
2038,72,0,0,1,22,1,0,0.038774207152068474
2039,51,0,0,0,26,0,1,0.24655201506662308
2040,46,19,0,0,41,0,0,0.9024851434336199
2041,80,5,1,1,54,0,1,0.2101188554131365
2042,50,0,0,1,35,0,1,0.40567231589546193
2043,46,5,0,0,30,0,1,0.4656016478888595
2044,63,0,0,1,22,0,0,0.07730469775920903
2045,56,0,0,0,22,0,0,0.13002774425825922
2046,21,0,1,0,23,1,0,0.8073394500340797
2047,55,0,1,1,22,0,1,0.12492945182515439
2048,56,17,0,0,80,0,1,0.9999834560080314
2049,63,4,1,0,47,0,0,0.37475462563138967
2050,64,0,1,1,22,0,1,0.07280283304774321
2051,64,0,0,1,22,0,0,0.07280283304774321
2052,78,0,1,0,22,1,0,0.02705184678796929
2053,51,0,1,1,22,0,1,0.1588142169379226
2054,52,11,1,0,38,0,0,0.48413503240632666
2055,85,13,1,1,47,0,1,0.12003103037855374
2056,83,16,1,1,54,1,0,0.17032810471763998
2057,55,8,0,0,57,0,0,0.9568740723929055
2058,60,0,0,1,22,1,0,0.07965896918377717
2059,100,0,0,1,22,0,0,0.008395998967421414
2060,57,0,1,0,32,0,1,0.22310548637501595
2061,29,0,0,0,22,0,0,0.6420404926382316
2062,47,5,1,0,36,0,1,0.564504702380695
2063,33,0,1,0,22,0,1,0.5131208678216866
2064,60,0,1,0,22,0,0,0.09255045181967807
2065,59,0,1,1,22,0,0,0.08892151858753419
2066,62,4,1,1,30,0,0,0.13002774425825928
2067,39,11,0,0,59,0,0,0.9998350606617233
2068,66,1,1,1,47,1,0,0.2298959469023475
2069,39,10,1,0,41,0,0,0.944152985531142
2070,64,0,1,1,22,0,0,0.06587473808295337
2071,44,0,1,0,24,0,1,0.30104511641979725
2072,100,3,1,1,25,0,0,0.00965769762737549
2073,78,8,0,1,44,0,0,0.13806785183658524
2074,92,0,0,1,22,0,0,0.013568559010952877
2075,91,0,0,1,32,0,0,0.026252343900218522
2076,36,16,0,0,59,1,0,0.9999138737495508
2077,78,0,1,1,22,0,0,0.02843882460838106
2078,52,0,1,0,54,0,0,0.8790800359626472
2079,55,7,0,1,37,0,0,0.3530659964357552
2080,80,8,1,1,44,0,0,0.1108027882458033
2081,85,9,1,1,49,0,1,0.12492945182515433
2082,64,0,1,1,24,1,0,0.06392784755550955
2083,34,0,0,0,22,1,0,0.41787837992907584
2084,77,2,1,1,43,0,0,0.11080278824580334
2085,38,2,1,0,33,0,0,0.6766537921970363
2086,95,0,0,1,22,0,1,0.012525358620302112
2087,19,12,1,0,49,0,1,0.9999925661020546
2088,35,10,0,0,54,0,1,0.9998507496885706
2089,78,0,1,1,29,1,0,0.0372538488615814
2090,41,0,0,0,22,1,0,0.2751838511960486
2091,71,1,0,1,41,1,0,0.1313344947570471
2092,48,0,0,0,23,0,1,0.24655201506662308
